"Date	Close	Volume	Company_ticker	Company_name	Field	Dis_category	Rate_of_Return	Date1	Close1	Volume1	Company_ticker1	Company_name1	Field	Dis_category	Rate_of_Return1"
"10/10/2017	26.77	8585522	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0.007148232	10/11/2017	57.73	626897	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	-0.00207433"
"10/9/2017	26.58	3955643	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	-0.015190811	10/10/2017	57.85	700301	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	0.001384802"
"10/6/2017	26.99	6363379	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0.00148423	10/9/2017	57.77	419993	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	-0.020515429"
"10/5/2017	26.95	8622541	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	-0.005535055	10/6/2017	58.98	318343	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	-0.017654897"
"10/4/2017	27.1	10967619	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0.017649268	10/5/2017	60.04	603649	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	-0.001164532"
"10/3/2017	26.63	5030468	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0.00112782	10/4/2017	60.11	479333	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	0.027170198"
"10/2/2017	26.6	6693691	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0.008339651	10/3/2017	58.52	618370	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	-0.001365188"
"9/29/2017	26.38	8903601	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	-0.006777108	10/2/2017	58.6	404012	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	0.002223362"
"9/28/2017	26.56	8141870	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	-0.027818448	9/29/2017	58.47	487139	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	-0.003408897"
"9/27/2017	27.32	7966616	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0.013729128	9/28/2017	58.67	398431	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	-0.006435224"
"9/26/2017	26.95	5256845	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	-0.006268437	9/27/2017	59.05	494398	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	0.003057585"
"9/25/2017	27.12	7626216	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0.008928571	9/26/2017	58.87	400413	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	-0.006748777"
"9/22/2017	26.88	2312099	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0.004484305	9/25/2017	59.27	524205	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	0.003215978"
"9/21/2017	26.76	3559569	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	-0.004093785	9/22/2017	59.08	390495	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	0.002375297"
"9/20/2017	26.87	4043929	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0.006367041	9/21/2017	58.94	613510	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	0.006660974"
"9/19/2017	26.7	8031979	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0.00754717	9/20/2017	58.55	332295	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	0.014204053"
"9/18/2017	26.5	6101221	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	-0.020332717	9/19/2017	57.73	494981	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	-0.016189502"
"9/15/2017	27.05	9069023	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0.020754717	9/18/2017	58.68	521942	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	-0.012453719"
"9/14/2017	26.5	8250264	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	-0.003384731	9/15/2017	59.42	1220473	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	0.038085255"
"9/13/2017	26.59	10226250	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0.026640927	9/14/2017	57.24	579861	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	-0.000523834"
"9/12/2017	25.9	6045791	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	-0.006139678	9/13/2017	57.27	380288	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	0.014526129"
"9/11/2017	26.06	6601011	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0.010469174	9/12/2017	56.45	534523	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	0.004448399"
"9/8/2017	25.79	7757968	FOXA	21st_Century_Fox	Studio	Studio_Entertainment	0	9/11/2017	56.2	497793	AMCX	AMC_Networks_Inc_	Studio	Studio_Entertainment	-0.007242537"
